,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
278,0.021,0.018,0.026,0.026,0.024,0.023,0.028,0.029,0.039,0.037,0.036,0.033,0.043,0.045,0.046,0.045,0.043,0,0.003,0.004,0.009,0.007,0.001,0.008,0.008,0.006,0.007,0.002,0.007,0.002,0.001,0.005,0.004,0.008,0.009,0.007,0.004,0.006,0.004,0.02,0.02,0.03,0.025,0.04,0.039,0.057,0.044,0.053,0.045,0.059,0.067,0.07,0.064,0.082,0.08,0.087,0.086
279,0.021,0.018,0.025,0.025,0.023,0.022,0.028,0.03,0.039,0.037,0.037,0.033,0.043,0.045,0.047,0.047,0.044,-0.001,0.003,0.002,0.009,0.005,0,0.007,0.008,0.005,0.007,0.002,0.006,0.001,-0.001,0.003,0.003,0.007,0.008,0.006,0.003,0.005,0.003,0.02,0.02,0.03,0.025,0.04,0.039,0.057,0.044,0.053,0.045,0.059,0.068,0.07,0.063,0.083,0.08,0.088,0.087
280,0.021,0.018,0.025,0.026,0.024,0.023,0.028,0.031,0.042,0.039,0.038,0.035,0.045,0.047,0.05,0.049,0.047,-0.002,0.002,0.001,0.008,0.004,-0.001,0.005,0.007,0.004,0.005,0,0.004,0,-0.002,0.002,0.002,0.006,0.007,0.005,0.001,0.003,0.002,0.02,0.018,0.03,0.024,0.039,0.039,0.055,0.044,0.052,0.044,0.057,0.068,0.069,0.063,0.082,0.08,0.088,0.087
281,0.021,0.019,0.027,0.028,0.024,0.024,0.03,0.032,0.043,0.041,0.041,0.038,0.047,0.049,0.051,0.051,0.051,-0.002,0.002,0.001,0.008,0.004,-0.001,0.006,0.006,0.004,0.004,0,0.003,0,-0.003,0.002,0.002,0.006,0.006,0.004,0.001,0.003,0.002,0.02,0.018,0.03,0.023,0.038,0.038,0.054,0.043,0.05,0.044,0.057,0.067,0.068,0.064,0.081,0.078,0.086,0.085
282,0.02,0.018,0.029,0.028,0.025,0.026,0.031,0.032,0.044,0.041,0.042,0.04,0.048,0.05,0.052,0.052,0.053,0,0.003,0.002,0.009,0.005,0,0.007,0.007,0.005,0.005,0.001,0.004,0.001,-0.002,0.003,0.003,0.006,0.006,0.005,0.003,0.004,0.003,0.02,0.019,0.03,0.025,0.038,0.04,0.053,0.043,0.051,0.045,0.057,0.067,0.069,0.065,0.08,0.078,0.085,0.085
283,0.02,0.018,0.028,0.027,0.024,0.025,0.03,0.03,0.042,0.039,0.04,0.039,0.046,0.047,0.05,0.048,0.051,0,0.004,0.003,0.01,0.006,0.001,0.008,0.007,0.006,0.006,0.002,0.006,0.002,-0.002,0.004,0.004,0.007,0.006,0.006,0.003,0.005,0.004,0.02,0.02,0.03,0.024,0.038,0.04,0.055,0.043,0.05,0.044,0.056,0.066,0.068,0.065,0.079,0.078,0.084,0.083
284,0.019,0.017,0.024,0.024,0.022,0.021,0.026,0.027,0.037,0.034,0.034,0.033,0.04,0.041,0.043,0.04,0.043,-0.001,0.003,0.002,0.009,0.005,0,0.007,0.007,0.005,0.005,0.002,0.006,0.001,-0.003,0.003,0.003,0.006,0.007,0.006,0.002,0.004,0.004,0.018,0.019,0.029,0.023,0.036,0.037,0.055,0.041,0.048,0.042,0.054,0.064,0.066,0.063,0.078,0.076,0.082,0.081
285,0.017,0.014,0.02,0.021,0.019,0.017,0.022,0.022,0.032,0.028,0.026,0.025,0.033,0.033,0.035,0.032,0.032,-0.002,0.001,0,0.009,0.004,-0.002,0.006,0.005,0.004,0.004,0.001,0.005,0,-0.004,0.002,0.002,0.005,0.006,0.005,0.001,0.003,0.002,0.017,0.017,0.027,0.022,0.035,0.035,0.052,0.039,0.046,0.039,0.052,0.061,0.064,0.06,0.075,0.073,0.079,0.078
286,0.015,0.013,0.018,0.018,0.016,0.015,0.02,0.019,0.028,0.024,0.023,0.02,0.028,0.028,0.029,0.026,0.026,-0.002,0.001,0,0.008,0.004,-0.002,0.005,0.005,0.003,0.004,0,0.004,0,-0.004,0.002,0.001,0.004,0.006,0.005,0.001,0.003,0.002,0.017,0.017,0.026,0.021,0.034,0.034,0.049,0.038,0.046,0.038,0.05,0.059,0.061,0.058,0.073,0.07,0.077,0.076
287,0.015,0.013,0.017,0.018,0.016,0.015,0.02,0.018,0.027,0.024,0.023,0.02,0.026,0.027,0.027,0.025,0.024,-0.001,0.003,0.001,0.008,0.005,0,0.006,0.006,0.005,0.005,0.002,0.005,0.001,-0.003,0.003,0.003,0.006,0.007,0.006,0.003,0.004,0.003,0.018,0.017,0.027,0.022,0.035,0.035,0.049,0.039,0.047,0.039,0.051,0.06,0.061,0.058,0.072,0.07,0.077,0.075
288,0.017,0.015,0.019,0.02,0.017,0.017,0.022,0.021,0.03,0.027,0.025,0.022,0.028,0.03,0.03,0.027,0.026,0,0.006,0.003,0.01,0.007,0.003,0.008,0.008,0.006,0.007,0.003,0.007,0.003,-0.001,0.005,0.005,0.008,0.009,0.008,0.005,0.006,0.004,0.019,0.019,0.029,0.024,0.036,0.037,0.051,0.04,0.048,0.039,0.051,0.062,0.062,0.057,0.073,0.07,0.078,0.076
289,0.018,0.016,0.02,0.022,0.019,0.019,0.024,0.024,0.034,0.03,0.027,0.026,0.032,0.035,0.035,0.032,0.031,-0.001,0.005,0.003,0.009,0.006,0.002,0.008,0.008,0.007,0.007,0.003,0.007,0.003,-0.001,0.005,0.005,0.007,0.009,0.008,0.004,0.006,0.003,0.018,0.018,0.029,0.024,0.035,0.036,0.05,0.039,0.045,0.038,0.049,0.06,0.061,0.055,0.071,0.068,0.075,0.074
290,0.017,0.016,0.021,0.023,0.02,0.019,0.026,0.025,0.035,0.032,0.03,0.028,0.035,0.038,0.038,0.036,0.037,0,0.003,0.002,0.009,0.005,0.001,0.007,0.007,0.006,0.006,0.002,0.006,0.002,-0.003,0.004,0.004,0.006,0.007,0.006,0.002,0.004,0.002,0.016,0.016,0.027,0.021,0.032,0.033,0.048,0.036,0.042,0.036,0.047,0.056,0.057,0.053,0.066,0.064,0.07,0.069
291,0.015,0.015,0.021,0.021,0.019,0.018,0.025,0.023,0.033,0.03,0.03,0.028,0.035,0.037,0.038,0.035,0.037,0,0.002,0.001,0.008,0.003,0,0.007,0.006,0.005,0.005,0.002,0.005,0.001,-0.004,0.003,0.003,0.005,0.006,0.005,0.002,0.003,0.002,0.014,0.014,0.024,0.019,0.029,0.03,0.044,0.032,0.038,0.033,0.043,0.051,0.051,0.049,0.06,0.058,0.064,0.064
292,0.013,0.012,0.017,0.018,0.016,0.015,0.02,0.018,0.028,0.025,0.023,0.021,0.028,0.029,0.03,0.027,0.028,-0.001,0.002,0.001,0.007,0.001,-0.001,0.006,0.005,0.004,0.003,0,0.004,0,-0.005,0.002,0.001,0.005,0.005,0.004,0.002,0.002,0.001,0.012,0.012,0.021,0.016,0.025,0.026,0.041,0.029,0.034,0.029,0.038,0.045,0.045,0.044,0.054,0.052,0.057,0.056
293,0.01,0.01,0.011,0.014,0.011,0.009,0.015,0.013,0.021,0.017,0.014,0.012,0.019,0.02,0.02,0.014,0.015,-0.002,0.001,-0.001,0.007,0,-0.003,0.005,0.004,0.003,0.003,-0.002,0.003,-0.001,-0.007,0.001,0,0.005,0.005,0.004,0,0.001,0,0.009,0.01,0.018,0.013,0.022,0.021,0.038,0.025,0.029,0.022,0.033,0.04,0.039,0.037,0.048,0.046,0.05,0.049
294,0.007,0.007,0.007,0.01,0.007,0.004,0.01,0.008,0.015,0.011,0.007,0.004,0.011,0.013,0.011,0.005,0.005,-0.004,0,-0.002,0.005,0,-0.004,0.004,0.003,0.001,0.001,-0.003,0.002,-0.002,-0.008,-0.001,-0.001,0.003,0.004,0.003,-0.001,0,-0.001,0.006,0.007,0.015,0.01,0.018,0.017,0.032,0.02,0.024,0.015,0.026,0.034,0.032,0.03,0.041,0.039,0.04,0.041
295,0.006,0.005,0.005,0.008,0.005,0.001,0.008,0.006,0.011,0.007,0.004,0,0.007,0.009,0.006,0.001,0,-0.005,-0.001,-0.003,0.005,0,-0.005,0.003,0.003,0,0.001,-0.004,0.001,-0.003,-0.008,-0.001,-0.002,0.002,0.003,0.002,-0.001,-0.001,-0.002,0.004,0.006,0.012,0.007,0.014,0.013,0.028,0.016,0.02,0.01,0.022,0.029,0.025,0.024,0.035,0.032,0.033,0.033
296,0.006,0.005,0.004,0.008,0.005,0.001,0.009,0.005,0.011,0.007,0.005,0,0.007,0.008,0.006,0,-0.001,-0.005,0,-0.002,0.005,0.002,-0.005,0.004,0.004,0.001,0.002,-0.003,0.002,-0.003,-0.007,0,-0.001,0.003,0.004,0.003,-0.001,0,-0.002,0.003,0.005,0.011,0.005,0.011,0.01,0.024,0.013,0.018,0.008,0.019,0.024,0.02,0.02,0.029,0.027,0.027,0.027
297,0.006,0.006,0.005,0.008,0.006,0.002,0.009,0.006,0.011,0.007,0.004,0.001,0.007,0.008,0.005,0,-0.002,-0.003,0.001,-0.001,0.006,0.002,-0.005,0.004,0.004,0.002,0.002,-0.002,0.002,-0.002,-0.006,-0.001,-0.001,0.003,0.005,0.003,0,0.001,-0.001,0.002,0.005,0.009,0.004,0.009,0.008,0.021,0.011,0.015,0.007,0.016,0.02,0.017,0.015,0.024,0.022,0.022,0.022
298,0.006,0.006,0.006,0.008,0.006,0.003,0.009,0.006,0.011,0.007,0.004,0.002,0.007,0.008,0.005,-0.001,-0.001,-0.002,0.001,-0.001,0.006,0.001,-0.004,0.005,0.004,0.002,0.003,-0.002,0.003,-0.001,-0.005,0,0,0.003,0.006,0.004,0,0.001,-0.001,0.002,0.005,0.007,0.004,0.007,0.007,0.021,0.009,0.013,0.006,0.014,0.018,0.015,0.013,0.021,0.018,0.018,0.018
299,0.007,0.006,0.006,0.007,0.006,0.004,0.009,0.005,0.011,0.007,0.004,0.003,0.006,0.008,0.005,-0.001,-0.001,-0.002,0.001,-0.001,0.006,0.002,-0.002,0.005,0.004,0.002,0.003,-0.002,0.002,-0.001,-0.004,0,0,0.003,0.004,0.004,0.001,0.001,-0.001,0.002,0.004,0.006,0.003,0.006,0.006,0.02,0.007,0.011,0.004,0.011,0.015,0.012,0.011,0.017,0.014,0.014,0.014
300,0.007,0.006,0.007,0.007,0.007,0.004,0.008,0.005,0.011,0.007,0.004,0.003,0.006,0.008,0.004,0,-0.001,-0.003,0.001,0,0.006,0.002,-0.002,0.004,0.004,0.002,0.003,-0.001,0.002,-0.001,-0.004,0,0.001,0.004,0.003,0.004,0.001,0.001,0,0.002,0.003,0.007,0.003,0.006,0.005,0.02,0.007,0.01,0.003,0.01,0.013,0.011,0.009,0.015,0.011,0.012,0.012
301,0.006,0.007,0.007,0.007,0.008,0.005,0.008,0.005,0.012,0.008,0.005,0.002,0.007,0.009,0.005,0,-0.001,-0.002,0.001,0.001,0.006,0.004,-0.001,0.005,0.005,0.003,0.003,0,0.003,-0.001,-0.003,0.001,0.001,0.005,0.003,0.004,0.001,0.002,0.001,0.002,0.003,0.008,0.003,0.006,0.005,0.019,0.007,0.009,0.003,0.009,0.013,0.01,0.009,0.013,0.01,0.01,0.01
302,0.006,0.007,0.007,0.007,0.008,0.004,0.008,0.006,0.012,0.008,0.005,0.002,0.007,0.009,0.006,0,0,-0.001,0.001,0.001,0.007,0.005,-0.001,0.006,0.005,0.003,0.004,0,0.003,-0.001,-0.003,0.001,0.001,0.005,0.004,0.005,0.002,0.002,0.001,0.003,0.004,0.007,0.002,0.006,0.005,0.017,0.007,0.009,0.002,0.009,0.013,0.01,0.008,0.013,0.01,0.01,0.01
303,0.006,0.007,0.006,0.007,0.007,0.003,0.008,0.006,0.012,0.008,0.005,0.002,0.007,0.009,0.006,0,0,-0.001,0.001,0.001,0.007,0.004,-0.001,0.006,0.005,0.003,0.004,0.001,0.004,-0.001,-0.003,0.001,0.001,0.005,0.006,0.005,0.002,0.002,0.001,0.002,0.004,0.006,0.001,0.005,0.005,0.016,0.007,0.01,0.002,0.01,0.012,0.009,0.007,0.012,0.009,0.009,0.009
304,0.007,0.006,0.006,0.007,0.006,0.003,0.008,0.005,0.011,0.007,0.005,0.002,0.006,0.007,0.006,-0.001,-0.001,-0.001,0.002,0,0.007,0.004,-0.001,0.005,0.004,0.003,0.003,0,0.003,0,-0.002,0,0.001,0.004,0.005,0.004,0.001,0.001,0,0.001,0.003,0.006,0.001,0.004,0.004,0.014,0.005,0.009,0.001,0.008,0.011,0.008,0.005,0.011,0.008,0.008,0.008
305,0.007,0.006,0.007,0.007,0.006,0.003,0.008,0.005,0.011,0.006,0.005,0.001,0.006,0.006,0.005,-0.001,-0.001,-0.002,0.002,-0.001,0.007,0.003,-0.002,0.005,0.004,0.003,0.003,-0.001,0.004,-0.001,-0.003,0,0.001,0.003,0.006,0.004,0,0.001,0,0.001,0.004,0.006,0.001,0.003,0.003,0.013,0.006,0.009,0.001,0.007,0.01,0.007,0.004,0.011,0.008,0.008,0.007
306,0.007,0.006,0.006,0.007,0.006,0.003,0.008,0.005,0.01,0.005,0.003,0,0.006,0.006,0.005,-0.002,-0.001,-0.003,0.002,-0.001,0.006,0.003,-0.002,0.005,0.004,0.003,0.003,-0.001,0.004,-0.001,-0.005,-0.001,0.001,0.003,0.006,0.004,-0.001,0.001,-0.001,0,0.003,0.006,0.002,0.003,0.002,0.014,0.006,0.007,0,0.006,0.01,0.005,0.003,0.011,0.008,0.007,0.007
307,0.006,0.006,0.005,0.007,0.006,0.003,0.007,0.005,0.01,0.006,0.003,0,0.006,0.007,0.005,-0.002,-0.001,-0.002,0.002,-0.001,0.007,0.002,-0.001,0.005,0.005,0.003,0.003,-0.001,0.004,-0.001,-0.005,-0.001,0.001,0.003,0.005,0.004,0,0.001,0,0,0.003,0.006,0.002,0.003,0.002,0.015,0.006,0.007,0,0.005,0.01,0.005,0.003,0.011,0.007,0.007,0.007
308,0.004,0.005,0.005,0.006,0.005,0.003,0.006,0.004,0.01,0.007,0.003,0.001,0.006,0.007,0.005,-0.002,-0.001,-0.001,0.002,-0.001,0.006,0.002,-0.001,0.005,0.005,0.003,0.003,-0.001,0.003,-0.001,-0.005,-0.001,0.001,0.004,0.004,0.004,0,0.001,-0.001,-0.001,0.003,0.005,0.001,0.003,0.002,0.015,0.005,0.007,0.001,0.006,0.01,0.006,0.003,0.01,0.007,0.006,0.006
309,0.003,0.005,0.005,0.005,0.005,0.003,0.006,0.004,0.009,0.007,0.003,0,0.006,0.007,0.004,-0.001,-0.002,-0.001,0.001,-0.001,0.006,0.001,-0.001,0.004,0.004,0.002,0.003,-0.001,0.003,-0.001,-0.004,0,0,0.003,0.004,0.004,0,0.001,-0.001,-0.001,0.002,0.004,0,0.002,0.001,0.014,0.004,0.007,-0.001,0.006,0.009,0.005,0.003,0.01,0.006,0.006,0.006
310,0.004,0.004,0.005,0.005,0.005,0.003,0.006,0.004,0.008,0.006,0.003,0,0.006,0.007,0.004,-0.001,-0.002,-0.002,0.001,-0.001,0.006,0.001,-0.002,0.004,0.003,0.002,0.003,-0.001,0.003,-0.002,-0.005,-0.001,-0.001,0.002,0.004,0.003,-0.001,0.001,-0.001,-0.001,0.003,0.004,0,0.002,0.001,0.014,0.004,0.007,0.001,0.006,0.009,0.005,0.003,0.009,0.007,0.006,0.006
311,0.004,0.003,0.004,0.005,0.004,0.003,0.007,0.005,0.009,0.006,0.002,0,0.005,0.007,0.004,-0.002,-0.002,-0.003,0,-0.002,0.006,0,-0.002,0.004,0.003,0.001,0.002,-0.001,0.002,-0.002,-0.006,-0.001,-0.001,0.001,0.004,0.003,-0.001,0.001,-0.001,-0.002,0.003,0.004,0,0.002,0.001,0.014,0.004,0.006,0.001,0.006,0.008,0.004,0.003,0.009,0.006,0.006,0.006
312,0.003,0.003,0.005,0.006,0.005,0.003,0.007,0.005,0.01,0.006,0.003,0,0.005,0.007,0.004,-0.001,-0.002,-0.003,0,-0.001,0.006,0,-0.002,0.004,0.004,0.001,0.002,-0.002,0.002,-0.002,-0.005,-0.001,0,0.002,0.004,0.003,-0.001,0.001,0,-0.001,0.002,0.005,0.001,0.002,0.001,0.013,0.004,0.006,0,0.006,0.008,0.005,0.004,0.008,0.005,0.006,0.006
313,0.003,0.004,0.005,0.005,0.005,0.003,0.007,0.005,0.01,0.007,0.003,0.001,0.005,0.007,0.004,-0.001,-0.002,-0.003,0.001,-0.001,0.006,0.001,-0.002,0.004,0.004,0.001,0.003,-0.002,0.003,-0.002,-0.005,0,0.001,0.004,0.005,0.004,0,0.001,-0.001,0,0.003,0.006,0.002,0.003,0.001,0.013,0.004,0.007,0,0.006,0.008,0.005,0.004,0.008,0.004,0.006,0.005
314,0.003,0.004,0.004,0.005,0.004,0.002,0.006,0.004,0.009,0.006,0.001,-0.001,0.004,0.006,0.003,-0.002,-0.003,-0.004,0.001,-0.002,0.005,0,-0.003,0.003,0.004,0.001,0.002,-0.003,0.002,-0.002,-0.005,-0.001,0,0.003,0.005,0.004,0,0,-0.002,-0.001,0.002,0.005,0,0.002,0,0.012,0.003,0.006,-0.002,0.004,0.008,0.004,0.003,0.009,0.004,0.005,0.005
315,0.003,0.004,0.003,0.004,0.003,0.001,0.005,0.002,0.008,0.004,0.001,-0.002,0.003,0.004,0.002,-0.003,-0.003,-0.005,0,-0.003,0.004,-0.001,-0.004,0.003,0.003,0,0.002,-0.003,0.002,-0.002,-0.006,-0.002,-0.001,0.001,0.004,0.003,-0.001,-0.001,-0.003,-0.002,0.002,0.003,-0.001,0.001,0,0.012,0.002,0.005,-0.002,0.004,0.008,0.004,0.002,0.009,0.004,0.004,0.004
316,0.002,0.002,0.002,0.003,0.003,0,0.004,0.001,0.007,0.002,0.001,-0.001,0.002,0.004,0.003,-0.004,-0.003,-0.005,-0.001,-0.003,0.004,-0.001,-0.004,0.003,0.002,0,0.001,-0.003,0.001,-0.003,-0.007,-0.002,-0.002,0,0.003,0.002,-0.002,-0.002,-0.002,-0.002,0.001,0.002,-0.002,0.001,0,0.012,0.002,0.005,-0.001,0.004,0.007,0.004,0.001,0.008,0.004,0.003,0.004
317,0.003,0.003,0.002,0.004,0.004,0.002,0.006,0.002,0.008,0.003,0.003,0,0.003,0.005,0.003,-0.003,-0.003,-0.005,-0.001,-0.003,0.004,0,-0.004,0.003,0.002,0,0.001,-0.003,0.001,-0.003,-0.007,-0.002,-0.002,0.001,0.003,0.001,-0.002,-0.002,-0.002,-0.001,0.001,0.003,-0.001,0.002,0.001,0.012,0.002,0.006,-0.001,0.005,0.006,0.004,0.001,0.008,0.005,0.004,0.004
318,0.004,0.004,0.003,0.005,0.004,0.001,0.006,0.003,0.009,0.004,0.003,0,0.004,0.005,0.003,-0.003,-0.003,-0.005,-0.001,-0.003,0.004,0.001,-0.004,0.003,0.003,0.001,0.001,-0.002,0.002,-0.003,-0.007,-0.002,-0.002,0.001,0.003,0.001,-0.002,-0.001,-0.003,-0.001,0.002,0.003,0,0.002,0.001,0.013,0.002,0.006,-0.001,0.006,0.006,0.004,0.002,0.008,0.005,0.005,0.005
319,0.004,0.005,0.004,0.005,0.004,0.001,0.007,0.003,0.01,0.005,0.003,0,0.004,0.005,0.003,-0.003,-0.002,-0.004,0,-0.002,0.004,0.002,-0.004,0.003,0.003,0.001,0.001,-0.002,0.002,-0.003,-0.007,-0.002,-0.001,0.002,0.003,0.001,-0.002,0,-0.003,-0.002,0.002,0.004,0,0.002,0,0.013,0.002,0.005,-0.001,0.006,0.006,0.004,0.003,0.008,0.005,0.005,0.005
320,0.003,0.004,0.003,0.004,0.005,0.001,0.006,0.004,0.009,0.005,0.003,0,0.004,0.006,0.002,-0.003,-0.002,-0.004,0,-0.001,0.004,0.001,-0.004,0.003,0.002,0,0,-0.002,0.001,-0.003,-0.007,-0.002,0,0.002,0.002,0.001,-0.002,0,-0.003,-0.002,0.002,0.003,0,0.002,0.001,0.012,0.002,0.005,-0.002,0.004,0.007,0.003,0.003,0.008,0.005,0.005,0.005
321,0.002,0.002,0.002,0.003,0.005,0.002,0.006,0.004,0.009,0.005,0.002,0,0.004,0.005,0.002,-0.002,-0.004,-0.004,-0.001,-0.001,0.003,-0.001,-0.004,0.002,0.001,0,0,-0.002,0,-0.003,-0.007,-0.002,-0.001,0.001,0.002,0.001,-0.001,-0.002,-0.001,-0.002,0.001,0.003,-0.001,0.001,0,0.012,0.002,0.005,-0.002,0.004,0.007,0.003,0.003,0.008,0.004,0.004,0.004
322,0.002,0.002,0.002,0.004,0.005,0.002,0.006,0.003,0.009,0.005,0.002,0,0.005,0.005,0.002,-0.002,-0.005,-0.004,-0.001,-0.002,0.003,-0.002,-0.004,0.002,0.001,0,-0.001,-0.003,0,-0.003,-0.009,-0.002,-0.001,0,0.002,0,-0.002,-0.001,-0.001,-0.002,0.001,0.004,-0.001,0.001,0,0.012,0.002,0.005,-0.003,0.004,0.007,0.004,0.002,0.009,0.004,0.004,0.004
323,0.002,0.002,0.001,0.003,0.004,0.001,0.006,0.003,0.008,0.005,0,-0.002,0.004,0.005,0.002,-0.003,-0.005,-0.005,-0.003,-0.004,0.003,-0.002,-0.005,0.001,0.001,-0.001,-0.001,-0.005,0,-0.004,-0.009,-0.003,-0.003,0,0.002,0,-0.003,-0.001,-0.002,-0.003,0,0.003,-0.001,0,-0.001,0.012,0.002,0.004,-0.003,0.004,0.006,0.004,0,0.008,0.004,0.003,0.003
324,0.003,0.003,0.002,0.004,0.004,0,0.006,0.003,0.009,0.005,0,-0.003,0.004,0.006,0.003,-0.004,-0.005,-0.005,-0.003,-0.004,0.003,0,-0.006,0.002,0.001,-0.001,-0.001,-0.005,0,-0.004,-0.008,-0.004,-0.003,0,0.002,0,-0.005,-0.001,-0.003,-0.003,0,0.003,-0.002,-0.001,-0.002,0.012,0.002,0.004,-0.004,0.004,0.005,0.003,0,0.007,0.004,0.003,0.004
325,0.002,0.003,0.001,0.004,0.004,0,0.005,0.003,0.008,0.005,0,-0.003,0.003,0.005,0.003,-0.005,-0.006,-0.006,-0.004,-0.005,0.003,0,-0.006,0.002,0.001,-0.002,-0.001,-0.005,0,-0.005,-0.008,-0.004,-0.004,0,0.001,0,-0.006,-0.002,-0.004,-0.003,0,0.003,-0.004,-0.001,-0.002,0.01,0,0.004,-0.004,0.003,0.005,0.002,-0.001,0.006,0.003,0.002,0.003
326,0.002,0.002,0,0.003,0.003,-0.001,0.004,0.002,0.007,0.004,-0.001,-0.003,0.003,0.004,0.002,-0.005,-0.005,-0.006,-0.003,-0.005,0.002,0.001,-0.006,0.001,0.001,-0.001,-0.001,-0.004,0,-0.005,-0.007,-0.004,-0.004,-0.001,0.001,0,-0.005,-0.003,-0.004,-0.003,-0.001,0.003,-0.004,0,-0.002,0.01,0,0.004,-0.004,0.004,0.005,0.002,-0.001,0.006,0.004,0.002,0.003
327,0.001,0.001,-0.001,0.003,0.002,-0.001,0.003,0.001,0.006,0.003,-0.001,-0.003,0.002,0.003,0.001,-0.005,-0.005,-0.006,-0.003,-0.004,0.002,0,-0.006,0.001,0,-0.001,-0.001,-0.003,-0.001,-0.004,-0.009,-0.003,-0.004,-0.001,0,0,-0.004,-0.003,-0.004,-0.003,-0.001,0.002,-0.004,0,-0.001,0.009,0,0.004,-0.003,0.004,0.006,0.001,0,0.006,0.004,0.002,0.003
328,0.001,0.001,0,0.003,0.002,0,0.004,0.002,0.006,0.002,-0.001,-0.003,0.002,0.004,0.001,-0.005,-0.005,-0.005,-0.003,-0.004,0.002,-0.001,-0.005,0,0,-0.002,-0.001,-0.004,-0.002,-0.004,-0.009,-0.002,-0.004,-0.001,0,-0.001,-0.003,-0.003,-0.004,-0.004,-0.001,0,-0.003,0,-0.002,0.01,0,0.004,-0.002,0.003,0.006,0.002,0,0.006,0.004,0.002,0.002
329,0,0.001,0.001,0.003,0.003,0.002,0.005,0.002,0.006,0.003,0,-0.001,0.003,0.005,0.002,-0.004,-0.004,-0.004,-0.002,-0.003,0.003,-0.002,-0.004,0.001,0.001,-0.001,0,-0.004,-0.001,-0.003,-0.008,-0.002,-0.003,0,0,0.001,-0.002,-0.002,-0.004,-0.003,0,0.002,-0.001,0.002,-0.002,0.012,0.002,0.005,-0.002,0.003,0.007,0.003,0.001,0.006,0.003,0.004,0.004
330,0,0.001,0.001,0.002,0.004,0.002,0.005,0.002,0.007,0.004,0.001,-0.001,0.003,0.006,0.002,-0.003,-0.003,-0.004,-0.001,-0.003,0.003,-0.002,-0.004,0.002,0.002,-0.001,0,-0.003,0,-0.002,-0.007,-0.002,-0.002,0.001,0.001,0.001,-0.002,-0.002,-0.003,-0.001,0.001,0.003,0,0.002,-0.001,0.011,0.002,0.005,-0.001,0.004,0.007,0.004,0.002,0.006,0.003,0.004,0.004
331,-0.001,0,0.001,0.001,0.003,0,0.005,0.001,0.006,0.004,0.001,-0.001,0.003,0.006,0.002,-0.003,-0.002,-0.004,-0.001,-0.003,0.004,-0.002,-0.004,0.003,0.002,0,0,-0.002,0.001,-0.003,-0.006,-0.002,-0.002,0.001,0.001,0.001,-0.002,-0.001,-0.003,-0.001,0.001,0.003,0,0.003,0,0.011,0.002,0.006,-0.001,0.006,0.006,0.005,0.002,0.007,0.004,0.004,0.004
332,0,0.001,0,0.001,0.002,0,0.005,0.001,0.007,0.003,0.001,-0.002,0.002,0.005,0.002,-0.003,-0.003,-0.004,-0.001,-0.003,0.004,-0.002,-0.005,0.003,0.002,0,0,-0.001,0.002,-0.003,-0.006,-0.002,-0.002,0.001,0.002,0.001,-0.002,-0.001,-0.003,-0.001,0,0.003,-0.001,0.001,-0.001,0.011,0.002,0.006,-0.001,0.005,0.005,0.004,0.002,0.007,0.004,0.004,0.004
333,0.002,0.002,0,0.002,0.002,-0.001,0.005,0.002,0.006,0.003,0,-0.003,0.002,0.005,0.001,-0.004,-0.004,-0.005,-0.002,-0.004,0.004,-0.002,-0.005,0.003,0.001,0,0,-0.003,0.001,-0.004,-0.007,-0.003,-0.004,0,0.003,0.001,-0.004,-0.001,-0.004,-0.002,0,0.002,-0.002,0,-0.002,0.011,0.001,0.005,-0.002,0.004,0.005,0.003,0,0.006,0.004,0.003,0.003
334,0.002,0.003,-0.001,0.002,0.003,-0.001,0.004,0.003,0.007,0.003,0,-0.003,0.002,0.005,0.002,-0.005,-0.005,-0.006,-0.002,-0.004,0.004,-0.002,-0.005,0.003,0.002,0,0.001,-0.003,0.001,-0.004,-0.007,-0.003,-0.004,0,0.002,0.001,-0.004,0,-0.003,-0.003,0.001,0.002,-0.002,0,-0.002,0.013,0.002,0.004,-0.002,0.003,0.005,0.002,-0.001,0.006,0.004,0.003,0.004
335,0.001,0.001,-0.002,0.001,0.002,-0.002,0.002,0.002,0.006,0.002,-0.001,-0.004,0.001,0.004,0.001,-0.006,-0.007,-0.007,-0.003,-0.005,0.002,-0.002,-0.005,0.001,0.001,-0.001,-0.001,-0.005,0,-0.005,-0.009,-0.004,-0.003,-0.002,0.001,0,-0.004,-0.002,-0.004,-0.003,0,0.002,-0.003,-0.001,-0.003,0.012,0.001,0.003,-0.003,0.002,0.005,0.001,-0.002,0.006,0.003,0.002,0.003
336,-0.002,-0.001,-0.003,-0.001,0.001,-0.003,0.001,0,0.005,0.002,-0.002,-0.005,0,0.002,0,-0.007,-0.007,-0.008,-0.003,-0.006,0.001,-0.005,-0.006,0,-0.001,-0.002,-0.001,-0.006,-0.001,-0.006,-0.01,-0.005,-0.004,-0.003,0.001,-0.001,-0.004,-0.003,-0.005,-0.004,-0.001,0,-0.004,-0.001,-0.004,0.009,0,0.003,-0.003,0,0.004,-0.001,-0.003,0.006,0.003,0.001,0.002
