,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
814,-0.011,-0.009,0.001,0.013,0.018,-0.02,-0.024,-0.003,-0.01,-0.01,-0.019,-0.017,-0.002,0.008,-0.013
815,-0.006,-0.006,-0.002,-0.018,0.015,-0.023,-0.03,-0.004,-0.01,-0.008,-0.021,-0.016,0.001,-0.003,-0.012
816,-0.001,0,-0.005,-0.024,0.01,-0.009,-0.014,-0.004,-0.013,-0.008,-0.011,-0.016,0.002,-0.011,-0.016
817,0,0.006,-0.003,-0.011,0.008,0.003,0.002,0.002,0,-0.003,-0.005,-0.002,0.006,-0.002,-0.012
818,-0.007,0.001,-0.002,0.001,0.016,0.007,-0.003,0.002,0.002,-0.002,0.007,0,0.008,0.01,0.011
819,-0.011,0.001,-0.002,-0.005,0.024,0.005,-0.009,0.007,0.01,0.008,-0.002,0.008,0.026,0.01,0.012
820,-0.005,0.003,-0.002,0.001,0.023,0.006,-0.001,0.007,0.014,0.002,-0.001,0.01,0.026,0.004,0.008
821,0.002,0.007,0.002,0.002,0.016,0.009,0.008,0.008,0.021,0.002,-0.006,0.01,0.018,0.003,0.001
822,0.008,0.011,0.01,-0.005,0.016,0.01,0.008,0.011,0.014,0.004,0.004,0.003,0.005,0.009,0.009
823,0.008,0.017,0.015,-0.013,0.023,0.013,0.009,0.019,0.01,0.009,0.004,0.003,0.001,0.013,0.007
824,0.006,0.015,0.012,-0.007,0.023,0.018,0.01,0.019,0.009,0.013,0.004,0.002,-0.001,0.012,0.007
825,0.001,0.007,0.004,-0.007,0.014,0.014,0.006,0.008,0.006,0.01,-0.002,0.001,-0.003,0.002,-0.002
826,-0.002,-0.001,-0.007,-0.014,0.001,0.004,-0.001,-0.006,-0.001,0.002,-0.008,-0.005,-0.007,-0.01,-0.007
827,0.011,0.011,-0.006,-0.008,-0.001,0.011,0.006,-0.005,0.008,0.011,0.007,0.007,0.005,-0.013,0.002
828,0.025,0.028,-0.003,-0.004,0.006,0.024,0.021,0.003,0.017,0.03,0.029,0.022,0.017,-0.008,0.015
829,0.02,0.027,-0.003,-0.002,0.008,0.033,0.024,0.002,0.013,0.026,0.029,0.021,0.014,-0.007,0.011
830,0.002,0.01,-0.01,-0.014,0.002,0.017,0.003,-0.009,-0.004,0.003,0.001,-0.005,0,-0.012,-0.006
831,-0.011,-0.002,-0.012,-0.019,-0.008,-0.008,-0.012,-0.016,-0.017,-0.013,-0.018,-0.018,-0.005,-0.017,-0.015
832,-0.011,-0.002,-0.006,-0.02,0,-0.012,-0.002,-0.01,-0.012,-0.013,-0.011,-0.008,-0.002,-0.009,-0.007
833,-0.007,0,0.005,-0.013,0.013,0.005,0.014,-0.001,0.001,-0.004,0.008,0.006,0.004,0,0.001
834,-0.001,0.008,0.011,0,0.025,0.017,0.014,0.008,0.012,0.009,0.009,0.006,0.01,0.011,0.003
835,-0.002,0.012,0.009,-0.002,0.025,0.009,0.007,0.012,0.005,0.015,0.003,0.003,0.007,0.01,0.001
836,0.002,0.01,0.002,0,0.014,0.006,0.006,0.007,0.001,0.009,-0.006,0.008,-0.003,0.005,-0.004
837,-0.003,-0.005,-0.003,-0.005,-0.001,0.008,0.001,-0.004,-0.001,0.001,-0.007,-0.004,-0.018,-0.012,-0.014
838,-0.006,-0.01,-0.006,-0.012,-0.005,0.009,-0.003,-0.006,-0.001,-0.002,-0.002,-0.011,-0.024,-0.008,-0.019
839,-0.01,-0.008,-0.006,-0.004,0.004,-0.002,-0.006,-0.005,-0.002,-0.011,-0.002,-0.016,-0.011,0.002,-0.012
840,-0.005,0.003,-0.003,0.012,0.013,-0.018,-0.007,-0.004,-0.012,-0.011,-0.006,-0.011,-0.001,0.017,-0.016
